3.984741215875036158e-01,4.455877208314955595e-01
3.368551519971723085e-01,4.838777089831266531e-01
6.955744566844342947e-01,2.271380427882863651e-01
3.135228560390622699e-01,4.700626380537726856e-01
1.054795296240190194e-01,2.484169531956388621e-01
6.010804181157848314e-01,2.587706328977290582e-01
1.337859180580050211e-01,1.249955413760327899e-01
2.462551699215878923e-02,1.810320466573103471e-01
4.255780980191865015e-01,5.256016592537978704e-01
1.364516515004253194e-01,1.548665092269068677e-01
3.712792633269835357e-02,1.927050528921976646e-01
4.814723289112259885e-01,1.451003930063654232e-02
4.604729174858807617e-01,7.843052871483184585e-02
4.548626532902729780e-01,7.981041394129934075e-01
1.417788282212513740e-01,3.270692901118473217e-01
1.905964773424604075e-01,4.246237637049528058e-01
5.358944128875581248e-01,8.835882035528169753e-02
1.160400530712924760e-01,1.762611081436106786e-01
4.877095754617913337e-01,6.033271252595693301e-01
6.172279710491218596e-01,2.226636784664614011e-01
5.409196092735846229e-01,6.271549625606840372e-01
3.777353272098081804e-01,4.957556086918361582e-01
1.949342428289302098e-01,3.493137799925258302e-01
7.821641598071882306e-02,1.322044434326736240e-01
4.794165419584491827e-01,3.603043862309093098e-02
1.682724721466932194e-01,2.876998212952502354e-01
6.392018907100220915e-01,2.387209293433617541e-01
1.852636654309222641e-01,1.156447284642015266e-01
5.745189458568329410e-01,1.727195100478060574e-01
4.089539430832925260e-01,6.073301847828210809e-01
5.874609702282137524e-01,2.677741610439664521e-01
2.440518884350169893e-01,-8.676756455018433400e-03
6.830817337024377434e-01,9.046875352304847850e-02
5.976024754176224585e-01,9.147343641479357967e-03
6.394514421624597489e-01,2.743581961051539397e-01
1.076275353917630073e-01,1.496199458278056893e-01
6.854287419157466532e-01,2.292118700373580453e-01
9.543636385511727882e-02,2.426908182346920739e-01
5.483851103919709091e-01,6.786099874328458403e-01
4.880989550528354592e-01,5.383007925999030441e-01
9.180615382663341595e-02,1.355652624683121588e-01
5.310110759558188676e-01,5.412074094628830379e-01
6.038413494276221316e-01,1.001491277310282979e-01
4.841931961240157900e-01,7.612291174786242065e-01
1.531084165355256765e-01,1.516648822659938389e-01
4.508387441518924565e-01,6.689405504355345755e-01
6.256759671847613724e-01,2.546813428710384408e-01
2.663594879542423646e-02,2.273937138700521943e-01
2.167031597932813358e-01,1.379769633738888723e-01
5.351460276704532726e-01,9.968338169845548935e-02
1.812443626632108395e-01,1.660339611521986225e-01
4.605089455077494009e-01,1.907315397133819285e-02
1.564879052883349497e-01,1.890641410204483008e-01
1.487098088822968456e-01,3.093850811886694752e-01
4.887790739284912367e-01,9.282019978846524355e-02
1.406130875520092416e-01,1.129736235771400255e-01
4.805663085694659165e-01,1.453428871577870651e-02
1.925959851197173445e-01,1.209993199196297553e-01
6.293736741765789677e-01,5.166615229375102203e-01
5.482687529560443807e-01,1.180392645783998745e-01
6.397914662772437033e-01,1.493507606208156757e-02
5.831023276893861906e-01,6.107902222442699453e-02
6.186985578157426779e-01,4.934126786454724051e-02
3.869540544351600664e-01,5.280294368499044433e-01
1.462311492861560480e-01,2.133517826341619350e-01
1.880455427237286981e-01,7.991270491718260871e-02
1.046627838263663596e-01,3.288742700094590687e-01
1.488946232885161036e-01,1.767719752135128719e-01
5.266854194197186922e-01,1.200021542038769568e-01
3.303572843352830524e-01,4.967734133287312059e-01
6.055442402898048027e-01,8.380007897171745657e-02
2.705451651947110223e-02,2.110632435093107717e-01
4.792877998173444842e-01,6.665162293785468206e-01
5.603712248976044918e-01,3.461966817946152131e-03
4.293399011223311690e-01,6.924761847652056712e-01
6.719668892438129815e-01,1.452597502181222910e-01
1.308507141280625119e-01,2.901212900454940291e-01
1.598687061890423367e-01,3.567340363481913412e-01
2.340086082626793851e-01,6.392928167568795450e-02
4.477497084104856695e-01,6.955769686694230902e-01
2.136464756505830898e-01,1.255789096862882093e-01
4.493487406148692909e-01,6.547109059096342110e-01
5.673324740753273865e-01,4.615913373628501709e-02
3.007174776318903842e-01,5.473761983093416994e-01
4.312269789887700489e-01,-5.753431293019320436e-03
4.158688927476358876e-01,7.763520975770118460e-01
1.961936762637082055e-01,2.912239483629289749e-01
5.128883718410669479e-01,4.976594664210338137e-01
4.852317878165703924e-01,2.618412042519309424e-02
6.049508667209572144e-01,3.797885881424856169e-02
1.734359576089831156e-01,1.635509300108827502e-01
1.563769662378078629e-01,1.841033268504661535e-01
